animal_id,start_date,end_date,test_days,start_weight_g,end_weight_g,total_feed_g,AGE,ADG_g_lm,ADG_r2,ADG_pval,ADFI_g_lm,ADFI_r2,ADFI_pval,FCR_lm
ID107,2025-09-14,2025-12-26,104,25014.9071209864,110000,234087.202669941,,926.983248573138,0.992306895024856,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184799820332417,2490.47143300475,0.980195431593962,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000395520534024231,2.68664124927632
ID109,2025-09-13,2025-12-26,105,26911.9185772777,125800,264236.968360581,,1033.78883658503,0.995207301166416,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000852872348942968,2691.18894600762,0.982376036869321,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162113017915109,2.60322887108896
ID110,2025-09-17,2025-12-24,99,35671.1714699706,118127.973927549,231516.92671286,,905.539060882137,0.98575305926056,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164726509086543,2446.08470613595,0.979151382068111,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000118191311462887,2.70124703814883
ID112,2025-09-12,2025-12-25,105,28086.7314407046,123509.534189004,249830.538008948,,1020.00553407317,0.989868512418293,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154456760157396,2585.55022568811,0.974843815095597,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000034127088733083,2.53483940951111
ID113,2025-09-17,2025-12-22,97,39150,117560,163928.721691395,,930.679436193121,0.991307358370459,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113817943836992,1644.80840877378,0.901946584162869,0.000000000000000000000000000000000000000000000000342679755301172,1.76732002965678
ID114,2025-09-17,2025-12-22,97,32020,110967.856095991,149062.088618138,,881.396970375741,0.988724057293417,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000246381263618795,1422.36232569838,0.877952261731066,0.00000000000000000000000000000000000000000000354602793529642,1.61375903651226
ID115,2025-09-13,2025-12-26,105,25425,112042.857142857,243171.132402037,,905.628152411673,0.996935739330571,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000501002833555323,2485.07282023742,0.993587755778295,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113620915111895,2.74403220970959
ID116,2025-09-17,2025-12-24,99,30186.1528040654,118054.255739046,230580.991563534,,963.096613811721,0.994175628806875,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000578771670261555,2483.11269306542,0.993351882569952,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000310128214642469,2.57825918755733
ID117,2025-09-12,2025-12-24,104,30986.9458466402,124228.571428571,297864.265854414,,1023.22348247081,0.994726410858999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000531034145326544,3108.12871476948,0.98918736133549,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000425997277049988,3.03758540340003
ID118,2025-09-19,2025-12-22,95,31415.8449878857,118260,286102.721545345,,1079.75486166976,0.987415702219332,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000364141989401558,3202.08533353325,0.99732787117021,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018448823933619,2.96556695154072
ID119,2025-09-13,2025-12-22,101,25568.4855314644,110304.480729954,221136.544309069,,940.84070012093,0.996844602728879,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023465683669339,2484.534667106,0.98704275408511,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141626260341971,2.64076019116377
ID123,2025-09-12,2025-12-25,105,28128.5714285714,121311.374496386,269516.544309069,,992.197096848696,0.994731648638266,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133982863802832,2864.7229377863,0.989897050949358,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133466093882082,2.88725188461537
ID124,2025-09-17,2025-12-22,97,32276.860168457,119805.277358212,249052.774815883,,987.276182031777,0.994725645296739,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000719952968667032,2724.18801420074,0.99188654154268,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000445282792635246,2.759296804461
