device,pattern,arm,kind,k,bs,family,span,degree,min_valid,rate_realised,acc,bias,coverage,adfi_r,acc_affected,n_interior,n_outward_days,acc_interior,acc_outward,n_na_days,n_gap,n_smooth,n_fallback,n_self_extrap,n_negative_pred,mean_edf,mean_span_pts,n_branch_gam,n_branch_fcr,n_branch_skip,n_fit_failed,runtime_s
FIRE,random,gam_k15_ps_gauss,gam_pure,15,ps,gaussian,,,10,0.0999855720675227,0.975748468015669,-0.000160670769142455,1,0.998168892279399,0.755947929415261,2031,48,0.763072225313827,0.112578970720017,0,2382,2382,0,52,3,4.01149161823305,,211,0,0,0,6.18136215209961
FIRE,random,gam_k15_tp_gauss,gam_pure,15,tp,gaussian,,,10,0.0999855720675227,0.975802172731501,-0.000115789695430502,1,0.998163859675318,0.75648837968897,2031,48,0.763766321329847,0.0992442391306042,0,2382,2382,0,52,0,4.30864763959015,,211,0,0,0,6.46597981452942
FIRE,random,gam_k3_cr_gauss,gam_pure,3,cr,gaussian,,,10,0.0999855720675227,0.974679477532723,-0.000168816238993161,1,0.998047809631591,0.74519028569333,2031,48,0.753156563145618,0.0257850697774839,0,2382,2382,0,52,4,1.7824443336977,,211,0,0,0,7.64363598823547
FIRE,random,gam_k3_ps_gauss,gam_pure,3,ps,gaussian,,,10,0.0999855720675227,0.963787803082293,-0.000849104225751426,1,0.996447735796834,0.635583366696221,2031,48,0.646052675127947,-0.309861370563366,0,2382,0,2382,52,0,,,0,0,0,211,0.911251783370972
FIRE,random,gam_k3_tp_gauss,gam_pure,3,tp,gaussian,,,10,0.0999855720675227,0.974682598313219,-0.000153336053954546,1,0.998047942593905,0.745221691253296,2031,48,0.753202630685083,0.0244924058971255,0,2382,2382,0,52,3,1.78259768854201,,211,0,0,0,7.13748621940613
FIRE,random,gam_k6_cr_gamma,gam_pure,6,cr,Gamma,,,10,0.0999855720675227,0.975598332138843,-0.00056894234775923,1,0.998128011754933,0.754437056962656,2031,48,0.762309461121643,0.0435091928890295,0,2382,2382,0,52,0,3.48260081044694,,211,0,0,0,6.66735553741455
FIRE,random,gam_k6_cr_gauss,gam_pure,6,cr,gaussian,,,10,0.0999855720675227,0.975661191076944,-0.000261768220733839,1,0.99815947058716,0.755069629536143,2031,48,0.762344777250752,0.0980777981826727,0,2382,2382,0,52,0,3.41784238480109,,211,0,0,0,5.26844143867493
FIRE,random,gam_k6_ps_gauss,gam_pure,6,ps,gaussian,,,10,0.0999855720675227,0.97531938778919,-0.00027354105642619,1,0.998106771977791,0.751629937554501,2031,48,0.759069662064537,0.0797757811366441,0,2382,2382,0,52,1,2.89558227039454,,211,0,0,0,5.81525135040283
FIRE,random,gam_k6_tp_gauss,gam_pure,6,tp,gaussian,,,10,0.0999855720675227,0.97562705738136,-0.000233314941115657,1,0.998167418570307,0.75472612962491,2031,48,0.762121611185611,0.086867391231374,0,2382,2382,0,52,0,3.39129522480039,,211,0,0,0,6.20035672187805
FIRE,random,loess_s0.30_d1,pure,,,,0.3,1,,0.0999855720675227,0.975389006820906,-0.0004635130754135,1,0.997999439076466,0.752330539432083,2031,48,0.764205827059791,-0.320083007678436,0,2382,2330,52,0,,,26.6075829383886,0,0,0,0,0.486774682998657
FIRE,random,loess_s0.30_d2,pure,,,,0.3,2,,0.0999855720675227,0.975449412413966,0.000149524035635445,1,0.998009965802968,0.752938423093651,2031,48,0.764843682132265,-0.322181731897747,0,2382,2330,52,0,,,26.6075829383886,0,0,0,0,0.440862894058228
FIRE,random,loess_s0.50_d1,pure,,,,0.5,1,,0.0999855720675227,0.974874471457258,-0.000939137451652542,1,0.997963054885512,0.74715258115017,2031,48,0.758981246778625,-0.321050704688301,0,2382,2330,52,0,,,44.345971563981,0,0,0,0,0.415629863739014
FIRE,random,loess_s0.50_d2,pure,,,,0.5,2,,0.0999855720675227,0.975341090185835,0.000272466644580788,1,0.99802715363587,0.751848336740223,2031,48,0.763726950223671,-0.320865556169264,0,2382,2330,52,0,,,44.345971563981,0,0,0,0,0.424489498138428
FIRE,random,loess_s0.75_d1,pure,,,,0.75,1,,0.0999855720675227,0.974263436975898,-0.00121897056803774,1,0.99789850839578,0.741003516815965,2031,48,0.752772682826596,-0.321826577382621,0,2382,2330,52,0,,,66.5189573459716,0,0,0,0,0.410013437271118
FIRE,random,loess_s0.75_d2,pure,,,,0.75,2,,0.0999855720675227,0.975059176204626,-0.000438367199158581,1,0.997966408222668,0.749011332839381,2031,48,0.7608824523257,-0.323025804753093,0,2382,2330,52,0,,,66.5189573459716,0,0,0,0,0.422244071960449
FIRE,random,loess_s1.00_d1,pure,,,,1,1,,0.0999855720675227,0.973474998012129,-0.00127326857886335,1,0.997850874346876,0.73306916603921,2031,48,0.744755271466618,-0.322260032394041,0,2382,2330,52,0,,,88.6919431279621,0,0,0,0,0.40739893913269
FIRE,random,loess_s1.00_d2,pure,,,,1,2,,0.0999855720675227,0.974697793897777,-0.000536642649945063,1,0.997897935060953,0.74537460999993,2031,48,0.757225544198498,-0.324839668499365,0,2382,2330,52,0,,,88.6919431279621,0,0,0,0,0.425264358520508
FIRE,random,nofill,nofill,,,,,,,0.0999855720675227,0.900629681501063,-0.0993703184989373,0.900014427932477,0.981152399601691,0,2031,48,0,0,2079,2382,,0,0,0,,,0,0,0,0,0.0174593925476074
FIRE,random,pop_k6_cr,gam_pop,6,cr,gaussian,,,10,0.0999855720675227,0.97303831060555,-0.000249578626345744,1,0.997932245862792,0.728674620332043,2031,48,0.734283889098943,0.222122189469576,0,2382,2382,0,52,3,4.97171486071772,,211,0,0,0,2.45826697349548
FIRE,random,pop_k6_cr_mv6,gam_pop,6,cr,gaussian,,,6,0.0999855720675227,0.97303831060555,-0.000249578626345744,1,0.997932245862792,0.728674620332043,2031,48,0.734283889098943,0.222122189469576,0,2382,2382,0,52,3,4.97171486071772,,211,0,0,0,2.29298758506775
FIRE,random,router_k6_cr,gam_router,6,cr,gaussian,,,10,0.0999855720675227,0.974793945130483,-0.000033164552965339,1,0.997952389774336,0.746342215157674,2031,48,0.754330632112784,0.0249376621733277,0,2382,2169,0,52,0,3.41626458071805,,197,14,0,0,6.13966131210327
