device,pattern,arm,kind,k,bs,family,span,degree,min_valid,rate_realised,acc,bias,coverage,adfi_r,acc_affected,n_interior,n_outward_days,acc_interior,acc_outward,n_na_days,n_gap,n_smooth,n_fallback,n_self_extrap,n_negative_pred,mean_edf,mean_span_pts,n_branch_gam,n_branch_fcr,n_branch_skip,n_fit_failed,runtime_s
NEDAP,boundary,loess_s0.30_d2,pure,,,,0.3,2,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,17.9,0,0,0,0,0.089787483215332
NEDAP,boundary,loess_s0.50_d1,pure,,,,0.5,1,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,29.8333333333333,0,0,0,0,0.0869410037994385
NEDAP,boundary,loess_s0.50_d2,pure,,,,0.5,2,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,29.8333333333333,0,0,0,0,0.0897953510284424
NEDAP,boundary,loess_s0.75_d1,pure,,,,0.75,1,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,44.75,0,0,0,0,0.0866892337799072
NEDAP,boundary,loess_s0.75_d2,pure,,,,0.75,2,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,44.75,0,0,0,0,0.0860204696655273
NEDAP,boundary,loess_s1.00_d1,pure,,,,1,1,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,59.6666666666667,0,0,0,0,0.0882148742675781
NEDAP,boundary,loess_s1.00_d2,pure,,,,1,2,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,59.6666666666667,0,0,0,0,0.0981462001800537
NEDAP,boundary,nofill,nofill,,,,,,,0.0998563218390805,0.915075848432513,-0.0849241515674867,0.90014367816092,0.994655260598435,0,0,278,,0,278,279,,0,0,0,,,0,0,0,0,0.00998640060424805
NEDAP,boundary,pop_k6_cr,gam_pop,6,cr,gaussian,,,10,0.0998563218390805,0.979824147452309,0.00429874041356401,1,0.994143151693832,0.762425032510826,0,278,,0.762425032510826,0,279,279,0,278,0,3.81538742982227,,42,0,0,0,0.0930540561676025
NEDAP,boundary,pop_k6_cr_mv6,gam_pop,6,cr,gaussian,,,6,0.0998563218390805,0.979824147452309,0.00429874041356401,1,0.994143151693832,0.762425032510826,0,278,,0.762425032510826,0,279,279,0,278,0,3.81538742982227,,42,0,0,0,0.091597318649292
NEDAP,boundary,router_k6_cr,gam_router,6,cr,gaussian,,,10,0.0998563218390805,0.972671369969498,0.0148459542204901,1,0.988963764269366,0.678199551881489,0,278,,0.678199551881489,0,279,97,0,278,0,2.1106433255928,,16,26,0,0,0.642270088195801
NEDAP,random,gam_k15_cr_gamma,gam_pure,15,cr,Gamma,,,10,0.0998563218390805,0.982210792850404,0.00302620154867464,1,0.990959541959102,0.814584523281023,267,11,0.824883217146203,0.50176117466807,0,279,279,0,11,0,2.42800239175109,,42,0,0,0,1.52673935890198
NEDAP,random,gam_k15_cr_gauss,gam_pure,15,cr,gaussian,,,10,0.0998563218390805,0.98227091232722,0.00316077777898717,1,0.991058394234181,0.815211143757138,267,11,0.825435063511311,0.504659062559366,0,279,279,0,11,0,2.36235611265009,,42,0,0,0,1.57504892349243
NEDAP,random,gam_k15_ps_gauss,gam_pure,15,ps,gaussian,,,10,0.0998563218390805,0.982268988258134,0.0031728163447308,1,0.991052109059588,0.815191089339664,267,11,0.825417280796392,0.504570005061542,0,279,279,0,11,0,2.30866076126235,,42,0,0,0,1.21329259872437
NEDAP,random,gam_k15_tp_gauss,gam_pure,15,tp,gaussian,,,10,0.0998563218390805,0.982272619262934,0.00315980492177745,1,0.991058438208713,0.815228935010935,267,11,0.825451550899611,0.50471645879378,0,279,279,0,11,0,2.36417240871404,,42,0,0,0,1.38022947311401
NEDAP,random,gam_k3_cr_gauss,gam_pure,3,cr,gaussian,,,10,0.0998563218390805,0.981921519605322,0.00302070573257871,1,0.990793754778917,0.811569451491256,267,11,0.8214464924799,0.511553830393775,0,279,279,0,11,0,1.63125867365048,,42,0,0,0,1.40350151062012
